img,res,prediction_value
3325,female_lion,0.9999999
3754,female_lion,0.9999999
4248,female_lion,0.9999999
2453,female_lion,0.9999999
342,female_lion,0.9999999
1206,female_lion,0.9999999
2373,female_lion,0.9999999
1378,female_lion,0.9999999
4129,female_lion,0.9999999
2066,female_lion,0.9999999
744,female_lion,0.9999999
4386,female_lion,0.9999999
2177,female_lion,0.9999999
266,female_lion,0.9999999
1964,female_lion,0.9999999
4661,female_lion,0.9999999
2788,female_lion,0.9999999
4095,female_lion,0.99999976
3709,female_lion,0.99999976
3893,female_lion,0.99999976
2435,female_lion,0.99999976
4262,female_lion,0.99999976
1304,female_lion,0.99999976
2131,female_lion,0.99999976
2847,female_lion,0.99999976
2018,female_lion,0.99999976
3367,female_lion,0.99999976
2430,female_lion,0.99999976
3164,female_lion,0.99999976
73,female_lion,0.99999976
4303,female_lion,0.99999976
2371,female_lion,0.99999976
3775,female_lion,0.99999976
1908,female_lion,0.99999976
1775,female_lion,0.99999976
3566,female_lion,0.99999976
1790,female_lion,0.99999976
2671,female_lion,0.99999976
525,female_lion,0.99999976
2472,female_lion,0.99999976
2478,female_lion,0.99999964
341,female_lion,0.99999964
3106,female_lion,0.99999964
3631,female_lion,0.99999964
3089,female_lion,0.99999964
657,female_lion,0.99999964
4387,female_lion,0.99999964
4707,female_lion,0.99999964
4713,female_lion,0.99999964
1634,female_lion,0.99999964
4332,female_lion,0.9999995
1980,female_lion,0.9999995
2506,female_lion,0.9999995
577,female_lion,0.9999995
952,female_lion,0.9999995
1089,female_lion,0.9999995
3901,female_lion,0.9999995
3734,female_lion,0.9999995
4486,female_lion,0.9999995
3561,female_lion,0.9999995
2937,female_lion,0.9999994
2076,female_lion,0.9999994
4622,female_lion,0.9999993
738,female_lion,0.9999993
4715,female_lion,0.9999993
3069,female_lion,0.9999993
3105,female_lion,0.9999993
3992,female_lion,0.99999917
4147,female_lion,0.99999917
3279,female_lion,0.99999905
1430,female_lion,0.99999905
2882,female_lion,0.99999905
699,female_lion,0.99999905
3208,female_lion,0.99999905
1450,female_lion,0.9999989
87,female_lion,0.9999988
2522,female_lion,0.9999988
3282,female_lion,0.9999987
2996,female_lion,0.9999987
3120,female_lion,0.99999857
2415,female_lion,0.99999857
3287,female_lion,0.99999857
2006,female_lion,0.99999845
126,female_lion,0.99999845
499,female_lion,0.99999845
1035,female_lion,0.99999845
1552,female_lion,0.99999833
1973,female_lion,0.99999833
3140,female_lion,0.9999981
2521,female_lion,0.99999774
3531,female_lion,0.99999774
958,female_lion,0.99999726
2343,female_lion,0.99999726
1128,female_lion,0.9999968
1525,female_lion,0.99999654
3379,female_lion,0.9999963
3217,female_lion,0.99999607
628,female_lion,0.99999607
3970,female_lion,0.99999475
1046,female_lion,0.9999945
4469,female_lion,0.9999945
1404,female_lion,0.9999926
1641,female_lion,0.9999924
2404,female_lion,0.99999166
568,female_lion,0.9999883
1499,female_lion,0.9999876
1716,female_lion,0.9999858
3704,female_lion,0.999985
1717,female_lion,0.9999819
1026,female_lion,0.9999794
3306,female_lion,0.9999789
1952,female_lion,0.9999783
1998,female_lion,0.99997115
2541,female_lion,0.99996734
1817,female_lion,0.99995565
4136,female_lion,0.99994934
563,female_lion,0.99994814
4247,female_lion,0.9999378
719,female_lion,0.99993145
1417,female_lion,0.99993074
511,female_lion,0.9999294
86,female_lion,0.99990726
1434,female_lion,0.9999021
798,female_lion,0.9998938
1787,female_lion,0.9998882
3765,female_lion,0.9998847
1320,female_lion,0.9998839
4411,female_lion,0.9998765
1656,female_lion,0.99983525
4036,female_lion,0.99973387
2646,female_lion,0.9997317
1440,female_lion,0.9996855
4399,female_lion,0.99967885
2031,female_lion,0.99936634
3078,female_lion,0.999355
14,female_lion,0.99931955
545,female_lion,0.99930036
52,female_lion,0.9979907
995,female_lion,0.99743193
3627,female_lion,0.9968471
1835,female_lion,0.99667835
4177,female_lion,0.99642485
2956,female_lion,0.9963546
789,female_lion,0.99633837
3841,female_lion,0.996296
4460,female_lion,0.99578875
834,female_lion,0.995542
3990,female_lion,0.99428093
2861,female_lion,0.9937512
13,female_lion,0.98985213
1780,female_lion,0.98967373
1231,female_lion,0.98953885
2991,female_lion,0.98846483
1508,female_lion,0.9838791
601,female_lion,0.98236775
2636,female_lion,0.9818465
1122,female_lion,0.9815685
1189,female_lion,0.9812045
3283,female_lion,0.978497
3053,female_lion,0.97297215
1288,female_lion,0.9628572
5,female_lion,0.9567037
106,female_lion,0.9483052
3646,female_lion,0.9460614
3706,female_lion,0.8947055
4594,female_lion,0.87915546
754,female_lion,0.8336264
4586,female_lion,0.80544126
3690,female_lion,0.7359174
3748,female_lion,0.7251108
4421,female_lion,0.62465566
2621,female_lion,0.58697164
1109,female_lion,0.5716469
632,female_lion,0.5390262
3036,female_lion,0.51427007
4208,female_lion,0.4998884
3349,leopard,1
3905,leopard,1
1326,leopard,1
4389,leopard,1
336,leopard,1
4509,leopard,1
306,leopard,1
1225,leopard,1
2248,leopard,1
3661,leopard,1
929,leopard,1
594,leopard,1
3326,leopard,1
316,leopard,1
652,leopard,1
2997,leopard,1
4572,leopard,1
4431,leopard,1
3535,leopard,1
1507,leopard,1
2931,leopard,1
3783,leopard,1
2183,leopard,1
2378,leopard,1
3444,leopard,1
2440,leopard,1
1976,leopard,1
4042,leopard,1
4443,leopard,1
2424,leopard,1
3718,leopard,1
3404,leopard,1
3683,leopard,1
3880,leopard,1
1929,leopard,1
1179,leopard,1
3571,leopard,1
2793,leopard,1
1824,leopard,1
732,leopard,1
3695,leopard,1
2130,leopard,1
1524,leopard,1
3926,leopard,1
2824,leopard,1
1977,leopard,1
56,leopard,1
4568,leopard,1
357,leopard,1
2790,leopard,1
3954,leopard,1
620,leopard,1
434,leopard,1
4566,leopard,1
1492,leopard,1
2813,leopard,1
504,leopard,1
2423,leopard,1
130,leopard,1
4217,leopard,1
337,leopard,1
192,leopard,1
4552,leopard,1
1981,leopard,1
2916,leopard,1
128,leopard,1
18,leopard,1
3697,leopard,1
228,leopard,1
3747,leopard,1
3050,leopard,1
2023,leopard,1
694,leopard,1
4015,leopard,1
3772,leopard,1
1876,leopard,1
4600,leopard,1
2002,leopard,1
1305,leopard,1
3151,leopard,1
4493,leopard,1
3996,leopard,1
4596,leopard,1
2210,leopard,1
4124,leopard,1
2140,leopard,1
1422,leopard,1
4358,leopard,1
3517,leopard,1
2651,leopard,1
2486,leopard,1
2688,leopard,1
441,leopard,1
2613,leopard,1
4296,leopard,1
3202,leopard,1
2174,leopard,1
2669,leopard,1
593,leopard,1
1278,leopard,1
1287,leopard,1
1129,leopard,1
1257,leopard,1
605,leopard,1
1577,leopard,1
737,leopard,1
2318,leopard,1
2313,leopard,1
800,leopard,1
4367,leopard,1
570,leopard,1
1203,leopard,1
721,leopard,1
1183,leopard,1
1996,leopard,1
1309,leopard,1
583,leopard,1
1917,leopard,1
57,leopard,1
3874,leopard,1
2119,leopard,1
1327,leopard,1
35,leopard,1
1690,leopard,1
2713,leopard,1
1372,leopard,1
2935,leopard,1
477,leopard,1
1987,leopard,1
55,leopard,1
2791,leopard,1
2661,leopard,1
2490,leopard,1
3920,leopard,1
1749,leopard,1
4032,leopard,1
277,leopard,1
2609,leopard,1
3949,leopard,1
2258,leopard,1
2805,leopard,1
4413,leopard,1
2458,leopard,1
4154,leopard,1
4728,leopard,1
3017,leopard,1
1239,leopard,1
4445,leopard,1
2437,leopard,1
1012,leopard,1
3243,leopard,1
3596,leopard,1
3782,leopard,1
1894,leopard,1
4040,leopard,1
2284,leopard,1
1811,leopard,1
2041,leopard,1
2143,leopard,1
444,leopard,1
2815,leopard,1
107,leopard,1
4491,leopard,1
635,leopard,1
133,leopard,1
4481,leopard,1
2734,leopard,1
868,leopard,1
4719,leopard,1
3323,leopard,1
1308,leopard,1
288,leopard,1
1566,leopard,1
249,leopard,1
1164,leopard,1
3134,leopard,1
2724,leopard,1
4163,leopard,1
3940,leopard,1
3433,leopard,1
3966,leopard,1
2153,leopard,1
3259,leopard,1
4370,leopard,1
4577,leopard,1
442,leopard,1
113,leopard,1
2737,leopard,1
3473,leopard,1
3167,leopard,1
1065,leopard,1
2770,leopard,1
118,leopard,1
3849,leopard,1
4611,leopard,1
3047,leopard,1
500,leopard,1
498,leopard,1
4192,leopard,1
3039,leopard,1
1249,leopard,1
708,leopard,1
534,leopard,1
3483,leopard,1
3779,leopard,1
2026,leopard,1
766,leopard,1
3018,leopard,1
767,leopard,1
423,leopard,1
547,leopard,1
2245,leopard,1
2828,leopard,1
1757,leopard,1
1477,leopard,1
1095,leopard,1
1437,leopard,1
1676,leopard,1
1743,leopard,1
2814,leopard,1
2029,leopard,1
2093,leopard,1
895,leopard,1
858,leopard,1
2467,leopard,1
4346,leopard,1
1240,leopard,1
2999,leopard,1
3821,leopard,1
1491,leopard,1
2500,leopard,1
4002,leopard,1
1859,leopard,1
4151,leopard,1
4539,leopard,1
1380,leopard,1
93,leopard,1
2966,leopard,1
1896,leopard,1
3046,leopard,1
1403,leopard,1
761,leopard,1
661,leopard,1
2856,leopard,1
3037,leopard,1
1545,leopard,1
1719,leopard,1
1069,leopard,1
663,leopard,1
4359,leopard,1
1133,leopard,1
4693,leopard,1
2005,leopard,1
111,leopard,1
4351,leopard,1
2311,leopard,1
3158,leopard,1
3657,leopard,1
3991,leopard,1
430,leopard,1
1774,leopard,1
3265,leopard,1
3781,leopard,1
954,leopard,1
588,leopard,1
3522,leopard,1
4183,leopard,1
1539,leopard,1
2479,leopard,1
2154,leopard,1
3890,leopard,1
1658,leopard,1
714,leopard,1
2894,leopard,1
4091,leopard,1
3490,leopard,1
2804,leopard,1
2493,leopard,1
4513,leopard,1
335,leopard,1
962,leopard,1
3621,leopard,1
2240,leopard,1
3028,leopard,1
3527,leopard,1
3087,leopard,1
2881,leopard,1
813,leopard,1
3195,leopard,1
1893,leopard,1
3776,leopard,1
4153,leopard,1
2012,leopard,1
2400,leopard,1
3659,leopard,1
4240,leopard,1
1975,leopard,1
4185,leopard,1
4373,leopard,1
2368,leopard,1
3254,leopard,1
3113,leopard,1
384,leopard,1
2261,leopard,1
241,leopard,1
4534,leopard,1
229,leopard,1
4204,leopard,1
3794,leopard,1
2151,leopard,1
3759,leopard,1
4542,leopard,1
1616,leopard,1
2369,leopard,1
2948,leopard,1
1073,leopard,1
424,leopard,1
3819,leopard,1
1541,leopard,1
698,leopard,1
3777,leopard,1
3852,leopard,1
2588,leopard,1
1018,leopard,1
4290,leopard,1
2584,leopard,1
68,leopard,1
1726,leopard,1
1367,leopard,1
3238,leopard,1
4475,leopard,1
938,leopard,1
143,leopard,1
4500,leopard,1
189,leopard,1
684,leopard,1
1643,leopard,1
1005,leopard,1
340,leopard,1
636,leopard,1
3449,leopard,1
3320,leopard,1
110,leopard,1
1140,leopard,1
2904,leopard,1
1855,leopard,1
164,leopard,1
4642,leopard,1
3599,leopard,1
3753,leopard,1
4224,leopard,1
486,leopard,1
4059,leopard,1
3861,leopard,1
3999,leopard,1
2331,leopard,1
4632,leopard,1
2052,leopard,1
2970,leopard,1
2918,leopard,1
1968,leopard,1
2803,leopard,1
2810,leopard,1
4068,leopard,1
837,leopard,1
2060,leopard,1
1353,leopard,1
2192,leopard,1
1958,leopard,1
3107,leopard,1
2702,leopard,1
3922,leopard,1
3383,leopard,1
438,leopard,1
429,leopard,1
3199,leopard,1
2605,leopard,1
807,leopard,1
539,leopard,1
862,leopard,1
3468,leopard,1
1724,leopard,1
2438,leopard,1
2445,leopard,1
3460,leopard,1
703,leopard,1
1617,leopard,1
576,leopard,1
1246,leopard,1
4424,leopard,1
1777,leopard,1
219,leopard,1
2596,leopard,1
770,leopard,1
2414,leopard,1
4669,leopard,1
1043,leopard,1
2766,leopard,1
345,leopard,1
4123,leopard,1
3141,leopard,1
1572,leopard,1
659,leopard,1
2998,leopard,1
323,leopard,1
3427,leopard,1
755,leopard,1
1306,leopard,1
893,leopard,1
3010,leopard,1
2906,leopard,1
3859,leopard,1
4412,leopard,1
2020,leopard,1
3649,leopard,1
4140,leopard,1
2899,leopard,1
2976,leopard,1
4166,leopard,1
1186,leopard,1
647,leopard,1
2695,leopard,1
1569,leopard,1
3127,leopard,1
3054,leopard,1
2443,leopard,1
1806,leopard,1
4082,leopard,1
960,leopard,1
3845,leopard,1
4550,leopard,1
3397,leopard,1
3118,leopard,1
2797,leopard,1
3369,leopard,1
3839,leopard,1
650,leopard,1
705,leopard,1
3647,leopard,1
4734,leopard,1
4517,leopard,1
81,leopard,1
4485,leopard,1
3116,leopard,1
1678,leopard,1
3346,leopard,1
4497,leopard,1
3411,leopard,1
4134,leopard,1
11,leopard,1
1116,leopard,1
1292,leopard,1
1815,leopard,1
2765,leopard,1
765,leopard,1
3951,leopard,0.9999999
2780,leopard,0.9999999
3400,leopard,0.9999999
1468,leopard,0.9999999
4516,leopard,0.9999999
184,leopard,0.9999999
3100,leopard,0.9999999
4404,leopard,0.9999999
4458,leopard,0.9999999
2819,leopard,0.9999999
2197,leopard,0.9999999
3295,leopard,0.9999999
4621,leopard,0.9999999
768,leopard,0.9999999
309,leopard,0.99999976
1325,leopard,0.99999976
4503,leopard,0.99999976
2660,leopard,0.99999976
1530,leopard,0.99999976
428,leopard,0.99999976
2558,leopard,0.99999964
1120,leopard,0.99999964
456,leopard,0.99999964
2681,leopard,0.99999964
3538,leopard,0.99999964
1623,leopard,0.99999964
616,leopard,0.99999964
4692,leopard,0.99999964
2682 (1),leopard,0.9999995
2682,leopard,0.9999995
1938,leopard,0.9999995
3514,leopard,0.9999995
4576,leopard,0.9999995
4582,leopard,0.9999995
1202,leopard,0.9999994
3060,leopard,0.9999994
3787,leopard,0.9999994
2405,leopard,0.9999994
2138,leopard,0.9999994
507,leopard,0.9999993
2603,leopard,0.9999993
2146,leopard,0.9999993
773,leopard,0.9999993
2168,leopard,0.9999993
1574,leopard,0.9999993
2921,leopard,0.99999905
4264,leopard,0.9999988
1880,leopard,0.9999987
4258,leopard,0.99999857
1882,leopard,0.99999857
260,leopard,0.99999845
3313,leopard,0.99999833
2113,leopard,0.9999981
1067,leopard,0.99999785
1889,leopard,0.99999726
4422,leopard,0.99999714
2731,leopard,0.99999666
2067,leopard,0.99999654
3126,leopard,0.99999654
1888,leopard,0.99999654
1794,leopard,0.9999962
1155,leopard,0.99999607
1020,leopard,0.9999956
1285,leopard,0.99999523
453,leopard,0.99999475
1867,leopard,0.9999938
4391,leopard,0.9999926
491,leopard,0.99999166
4522,leopard,0.9999913
4733,leopard,0.9999901
4432,leopard,0.9999893
4108,leopard,0.99998903
3820,leopard,0.99998903
854,leopard,0.9999883
2578,leopard,0.9999881
3308,leopard,0.99998784
4732,leopard,0.9999851
4372,leopard,0.999985
3680,leopard,0.9999845
1162,leopard,0.99998224
514,leopard,0.999982
3357,leopard,0.9999809
4465,leopard,0.99998033
3204,leopard,0.9999801
972,leopard,0.99997854
713,leopard,0.9999765
1364,leopard,0.9999764
1848,leopard,0.99997365
2274,leopard,0.99997365
3377,leopard,0.9999733
1969,leopard,0.99997294
3795,leopard,0.9999714
1192,leopard,0.9999682
804,leopard,0.99996555
464,leopard,0.9999609
811,leopard,0.99994624
2449,leopard,0.99993694
896,leopard,0.99993396
1754,leopard,0.99993265
479,leopard,0.9999292
940,leopard,0.9999287
1470,leopard,0.9999131
177,leopard,0.9999056
2593,leopard,0.99990416
3001,leopard,0.9999007
1047,leopard,0.999887
1196,leopard,0.99988663
1554,leopard,0.99987316
2416,leopard,0.9998585
492,leopard,0.9998573
4234,leopard,0.9998348
921,leopard,0.9998288
3534,leopard,0.9998254
3007,leopard,0.9998216
2401,leopard,0.9997968
4580,leopard,0.99977607
3569,leopard,0.9997609
3937,leopard,0.9997181
85,leopard,0.99970514
4088,leopard,0.9997023
2543,leopard,0.99960285
3077,leopard,0.9995622
809,leopard,0.99954647
4545,leopard,0.9995259
1850,leopard,0.99948287
1352,leopard,0.99947375
1207,leopard,0.99944645
1172,leopard,0.9993673
3656,leopard,0.999337
4538,leopard,0.9993123
2411,leopard,0.9992384
3070,leopard,0.999212
1002,leopard,0.99910283
2879,leopard,0.99906856
4429,leopard,0.9990559
3133,leopard,0.99901366
2638,leopard,0.9989274
1735,leopard,0.99883693
3399,leopard,0.9988159
2582,leopard,0.99879384
1090,leopard,0.9987878
2842,leopard,0.9986524
7,leopard,0.99830353
1646,leopard,0.9982742
4139,leopard,0.99824727
195,leopard,0.99819
3045,leopard,0.99797124
2707,leopard,0.99770314
1197,leopard,0.99764425
1345,leopard,0.9975655
2379,leopard,0.9972682
104,leopard,0.99716514
1942,leopard,0.9971572
2665,leopard,0.99712485
3503,leopard,0.9970963
3129,leopard,0.99685127
3575,leopard,0.9966009
736,leopard,0.99639785
4447,leopard,0.99613357
2800,leopard,0.99583757
1533,leopard,0.9956958
2829,leopard,0.9952047
3219,leopard,0.99408793
410,leopard,0.99253243
2673,leopard,0.9923723
138,leopard,0.99114424
4004,leopard,0.98988825
746,leopard,0.9887833
1915,leopard,0.98696005
2216,leopard,0.98535293
2156,leopard,0.9847505
3606,leopard,0.9838108
2433,leopard,0.98204
1635,leopard,0.9804766
1660,leopard,0.97924006
3044,leopard,0.97808176
796,leopard,0.9711395
3573,leopard,0.9643894
3834,leopard,0.96313864
3587,leopard,0.96125454
731,leopard,0.95938784
629,leopard,0.94622815
2431,leopard,0.937761
4646,leopard,0.9142925
2182,leopard,0.9100686
4026,leopard,0.8711649
4541,leopard,0.85400903
3806,leopard,0.8511171
1459,leopard,0.84651506
2370,leopard,0.8397758
644,leopard,0.7850287
3515,leopard,0.76487726
2563,leopard,0.7644464
3062,leopard,0.75918365
1,leopard,0.7010255
242,leopard,0.641476
678,leopard,0.60558796
2834,leopard,0.5980447
2329,leopard,0.50025886
1858,leopard,0.48673284
396,leopard,0.48152304
4544,lion_less_mane,1
1118,lion_less_mane,1
981,lion_less_mane,1
720,lion_less_mane,1
2896,lion_less_mane,1
3316,lion_less_mane,1
4395,lion_less_mane,1
572,lion_less_mane,1
3625,lion_less_mane,1
270,lion_less_mane,1
3520,lion_less_mane,1
3189,lion_less_mane,1
2089,lion_less_mane,1
2504,lion_less_mane,1
1124,lion_less_mane,1
1557,lion_less_mane,1
1511,lion_less_mane,1
4343,lion_less_mane,1
4685,lion_less_mane,1
2672,lion_less_mane,1
3665,lion_less_mane,1
4106,lion_less_mane,1
3477,lion_less_mane,1
4663,lion_less_mane,1
59,lion_less_mane,1
3807,lion_less_mane,1
331,lion_less_mane,1
153,lion_less_mane,1
2030,lion_less_mane,1
4115,lion_less_mane,1
2499,lion_less_mane,1
2579,lion_less_mane,1
589,lion_less_mane,1
4729,lion_less_mane,1
911,lion_less_mane,1
1052,lion_less_mane,1
838,lion_less_mane,1
2353,lion_less_mane,1
3778,lion_less_mane,1
4044,lion_less_mane,1
2454,lion_less_mane,1
1030,lion_less_mane,1
1442,lion_less_mane,1
65,lion_less_mane,1
1609,lion_less_mane,1
1505,lion_less_mane,1
3732,lion_less_mane,1
814,lion_less_mane,1
3726,lion_less_mane,1
484,lion_less_mane,1
4084,lion_less_mane,1
567,lion_less_mane,1
2807,lion_less_mane,1
2204,lion_less_mane,1
4451,lion_less_mane,1
1532,lion_less_mane,1
3784,lion_less_mane,1
4546,lion_less_mane,1
3948,lion_less_mane,1
383,lion_less_mane,1
4206,lion_less_mane,1
1747,lion_less_mane,1
1078,lion_less_mane,1
4245,lion_less_mane,1
3075,lion_less_mane,1
2992,lion_less_mane,1
1433,lion_less_mane,1
3988,lion_less_mane,1
2723,lion_less_mane,1
426,lion_less_mane,1
3096,lion_less_mane,1
1241,lion_less_mane,1
3366,lion_less_mane,1
726,lion_less_mane,1
304,lion_less_mane,1
3274,lion_less_mane,1
4120,lion_less_mane,1
2753,lion_less_mane,1
1003,lion_less_mane,1
30,lion_less_mane,1
1410,lion_less_mane,1
2620,lion_less_mane,1
3950,lion_less_mane,1
2466,lion_less_mane,1
2508,lion_less_mane,1
1485,lion_less_mane,1
312,lion_less_mane,1
2208,lion_less_mane,1
4419,lion_less_mane,1
1377,lion_less_mane,1
299,lion_less_mane,1
1341,lion_less_mane,1
1234,lion_less_mane,1
696,lion_less_mane,1
2544,lion_less_mane,1
3601,lion_less_mane,1
4638,lion_less_mane,1
4585,lion_less_mane,1
2715,lion_less_mane,1
393,lion_less_mane,1
4371,lion_less_mane,1
4695,lion_less_mane,1
181,lion_less_mane,1
3059,lion_less_mane,1
2517,lion_less_mane,1
1773,lion_less_mane,1
4523,lion_less_mane,1
1082,lion_less_mane,1
2764,lion_less_mane,1
1853,lion_less_mane,1
3832,lion_less_mane,1
2039,lion_less_mane,1
4101,lion_less_mane,1
2358,lion_less_mane,1
2364,lion_less_mane,1
4356,lion_less_mane,1
4289,lion_less_mane,1
3245,lion_less_mane,1
1709,lion_less_mane,1
1343,lion_less_mane,1
1256,lion_less_mane,1
1826,lion_less_mane,1
585,lion_less_mane,1
1319,lion_less_mane,1
2359,lion_less_mane,1
977,lion_less_mane,1
1355,lion_less_mane,1
2650,lion_less_mane,1
787,lion_less_mane,1
4310,lion_less_mane,1
581,lion_less_mane,1
100,lion_less_mane,1
1970,lion_less_mane,1
2032,lion_less_mane,1
2628,lion_less_mane,1
4202,lion_less_mane,1
565,lion_less_mane,1
4736,lion_less_mane,1
43,lion_less_mane,1
3429,lion_less_mane,1
405,lion_less_mane,1
319,lion_less_mane,1
4459,lion_less_mane,1
3497,lion_less_mane,1
3132,lion_less_mane,1
1354,lion_less_mane,1
3319,lion_less_mane,1
3272,lion_less_mane,1
141,lion_less_mane,1
2745,lion_less_mane,1
1891,lion_less_mane,1
3758,lion_less_mane,1
1982,lion_less_mane,1
3812,lion_less_mane,1
3965,lion_less_mane,1
3104,lion_less_mane,1
2993,lion_less_mane,1
658,lion_less_mane,1
38,lion_less_mane,1
1151,lion_less_mane,1
4250,lion_less_mane,1
2303,lion_less_mane,1
623,lion_less_mane,1
1266,lion_less_mane,1
1273,lion_less_mane,1
2990,lion_less_mane,1
3881,lion_less_mane,1
122,lion_less_mane,1
3509,lion_less_mane,1
2150,lion_less_mane,1
1579,lion_less_mane,1
2109,lion_less_mane,1
4667,lion_less_mane,1
4065,lion_less_mane,1
4005,lion_less_mane,1
3628,lion_less_mane,1
4339,lion_less_mane,1
215,lion_less_mane,1
899,lion_less_mane,1
3976,lion_less_mane,1
949,lion_less_mane,1
4309,lion_less_mane,1
4170,lion_less_mane,1
3875,lion_less_mane,1
655,lion_less_mane,1
984,lion_less_mane,1
267,lion_less_mane,1
4238,lion_less_mane,1
2229,lion_less_mane,1
756,lion_less_mane,1
3180,lion_less_mane,1
4467,lion_less_mane,1
2088,lion_less_mane,1
2288,lion_less_mane,1
4678,lion_less_mane,1
4254,lion_less_mane,1
3803,lion_less_mane,1
3196,lion_less_mane,1
2704,lion_less_mane,1
3913,lion_less_mane,1
509,lion_less_mane,1
1819,lion_less_mane,1
832,lion_less_mane,1
1884,lion_less_mane,1
3770,lion_less_mane,1
3006,lion_less_mane,1
1692,lion_less_mane,1
447,lion_less_mane,1
4333,lion_less_mane,1
431,lion_less_mane,1
3273,lion_less_mane,1
2214,lion_less_mane,1
4689,lion_less_mane,1
450,lion_less_mane,1
2420,lion_less_mane,1
2152,lion_less_mane,1
4694,lion_less_mane,1
154,lion_less_mane,1
2389,lion_less_mane,1
1424,lion_less_mane,1
3543,lion_less_mane,1
225,lion_less_mane,1
3337,lion_less_mane,1
1639,lion_less_mane,1
4253,lion_less_mane,1
1820,lion_less_mane,1
3756,lion_less_mane,1
216,lion_less_mane,1
2051,lion_less_mane,1
3972,lion_less_mane,1
1805,lion_less_mane,1
362,lion_less_mane,1
4480,lion_less_mane,1
530,lion_less_mane,1
812,lion_less_mane,1
760,lion_less_mane,1
2102,lion_less_mane,1
3669,lion_less_mane,1
3278,lion_less_mane,1
2112,lion_less_mane,1
485,lion_less_mane,1
2220,lion_less_mane,1
1218,lion_less_mane,1
687,lion_less_mane,1
1101,lion_less_mane,1
250,lion_less_mane,1
2864,lion_less_mane,1
285,lion_less_mane,1
3699,lion_less_mane,1
3953,lion_less_mane,1
2978,lion_less_mane,1
324,lion_less_mane,1
3186,lion_less_mane,1
3729,lion_less_mane,1
3122,lion_less_mane,1
1452,lion_less_mane,1
1928,lion_less_mane,1
700,lion_less_mane,1
2857,lion_less_mane,1
1834,lion_less_mane,1
452,lion_less_mane,1
2110,lion_less_mane,1
2750,lion_less_mane,1
2908,lion_less_mane,1
2801,lion_less_mane,1
4658,lion_less_mane,1
1381,lion_less_mane,1
1935,lion_less_mane,1
3092,lion_less_mane,1
4152,lion_less_mane,1
1613,lion_less_mane,1
4510,lion_less_mane,1
1776,lion_less_mane,1
571,lion_less_mane,1
102,lion_less_mane,1
2075,lion_less_mane,1
1011,lion_less_mane,1
4198,lion_less_mane,1
191,lion_less_mane,1
4684,lion_less_mane,1
3883,lion_less_mane,1
1903,lion_less_mane,1
3356,lion_less_mane,1
538,lion_less_mane,1
142,lion_less_mane,1
4374,lion_less_mane,1
961,lion_less_mane,1
4687,lion_less_mane,1
4652,lion_less_mane,1
3867,lion_less_mane,1
2981,lion_less_mane,1
2891,lion_less_mane,1
3882,lion_less_mane,1
3211,lion_less_mane,1
1219,lion_less_mane,1
1793,lion_less_mane,1
2027,lion_less_mane,1
2873,lion_less_mane,1
2625,lion_less_mane,1
4281,lion_less_mane,1
1758,lion_less_mane,1
2945,lion_less_mane,1
1521,lion_less_mane,1
1605,lion_less_mane,1
824,lion_less_mane,1
2136,lion_less_mane,1
1144,lion_less_mane,1
3117,lion_less_mane,1
2751,lion_less_mane,1
3567,lion_less_mane,1
4114,lion_less_mane,1
1531,lion_less_mane,1
4670,lion_less_mane,1
857,lion_less_mane,1
2684,lion_less_mane,1
3,lion_less_mane,1
3975,lion_less_mane,1
449,lion_less_mane,1
521,lion_less_mane,1
503,lion_less_mane,1
3952,lion_less_mane,1
3969,lion_less_mane,1
3146,lion_less_mane,1
4024,lion_less_mane,1
2301,lion_less_mane,1
3085,lion_less_mane,1
2526,lion_less_mane,1
2773,lion_less_mane,1
2958,lion_less_mane,1
4093,lion_less_mane,1
476,lion_less_mane,1
617,lion_less_mane,1
233,lion_less_mane,1
917,lion_less_mane,1
4320,lion_less_mane,1
4255,lion_less_mane,1
1028,lion_less_mane,1
1123,lion_less_mane,1
980,lion_less_mane,1
432,lion_less_mane,1
3124,lion_less_mane,1
1479,lion_less_mane,1
3831,lion_less_mane,1
2597,lion_less_mane,1
3511,lion_less_mane,1
1994,lion_less_mane,1
459,lion_less_mane,1
1080,lion_less_mane,1
1708,lion_less_mane,1
90,lion_less_mane,1
3592,lion_less_mane,1
4034,lion_less_mane,1
3869,lion_less_mane,1
2709,lion_less_mane,1
2909,lion_less_mane,1
4,lion_less_mane,1
2034,lion_less_mane,1
3329,lion_less_mane,1
455,lion_less_mane,1
4558,lion_less_mane,1
591,lion_less_mane,1
3728,lion_less_mane,1
1087,lion_less_mane,1
2122,lion_less_mane,1
3209,lion_less_mane,1
2402,lion_less_mane,1
3684,lion_less_mane,1
518,lion_less_mane,1
4122,lion_less_mane,1
2330,lion_less_mane,1
2306,lion_less_mane,1
1289,lion_less_mane,1
901,lion_less_mane,1
302,lion_less_mane,1
1770,lion_less_mane,1
4348,lion_less_mane,1
67,lion_less_mane,1
3253,lion_less_mane,1
1665,lion_less_mane,1
1387,lion_less_mane,1
387,lion_less_mane,1
1373,lion_less_mane,1
1465,lion_less_mane,1
1212,lion_less_mane,1
1965,lion_less_mane,1
2086,lion_less_mane,1
1021,lion_less_mane,1
2068,lion_less_mane,1
2346,lion_less_mane,1
140,lion_less_mane,1
1191,lion_less_mane,1
4731,lion_less_mane,1
